Taxa	SNV	Name	Analysis4	meanG	seG	meanM	seM	target	Name_lumped	forShape
Firmicutes Erysipelotrichaceae e865f29a716e8d51f83931befa951240	e865f29a716e8d51f83931befa951240	Firmicutes Erysipelotrichaceae	Pos_Stool	0.281400018596559	0.0527946669930445	0.639562625076651	0.0632371071156471	IgM+	Other	IgM+.Pos_Stool
Firmicutes Erysipelotrichaceae e865f29a716e8d51f83931befa951240	e865f29a716e8d51f83931befa951240	Firmicutes Erysipelotrichaceae	Neg_Stool	0.194013970337622	0.0658325231601732	0.525804327778871	0.0883808264154144	IgM+	Other	IgM+.Neg_Stool
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	59777186ad2e0947e97615b5d6225136	Firmicutes Faecalibacterium	Pos_Stool	0.260370229851688	0.0631968854167093	0.600894340450875	0.0905972535982406	IgM+	Firmicutes Faecalibacterium	IgM+.Pos_Stool
Firmicutes Faecalibacterium 59777186ad2e0947e97615b5d6225136	59777186ad2e0947e97615b5d6225136	Firmicutes Faecalibacterium	Neg_Stool	0.395892871387186	0.101449497377714	0.519405093735701	0.0954080247048736	IgM+	Firmicutes Faecalibacterium	IgM+.Neg_Stool
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	86ff0efd7fd88b82809500c90c4a7832	Firmicutes Faecalibacterium	Pos_Stool	0.247628677709492	0.0494666162414141	0.523322346024893	0.0716355753677051	IgM+	Firmicutes Faecalibacterium	IgM+.Pos_Stool
Firmicutes Faecalibacterium 86ff0efd7fd88b82809500c90c4a7832	86ff0efd7fd88b82809500c90c4a7832	Firmicutes Faecalibacterium	Neg_Stool	0.275252237174682	0.0740995737693182	0.694136038984766	0.0704339644693414	IgM+	Firmicutes Faecalibacterium	IgM+.Neg_Stool
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	8e175abe6a746b8f33bae9cd7c8192bb	Firmicutes Faecalibacterium	Pos_Stool	0.386463699137324	0.0947019949658162	0.613283525930134	0.0736531433774017	IgM+	Firmicutes Faecalibacterium	IgM+.Pos_Stool
Firmicutes Faecalibacterium 8e175abe6a746b8f33bae9cd7c8192bb	8e175abe6a746b8f33bae9cd7c8192bb	Firmicutes Faecalibacterium	Neg_Stool	0.380805986066115	0.116617915557932	0.575370867005269	0.0794076387833718	IgM+	Firmicutes Faecalibacterium	IgM+.Neg_Stool
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	c48070f3061b086b60ff32f77e0002fa	Firmicutes Faecalibacterium	Pos_Stool	0.446897374554266	0.0833825068966107	0.661747460605898	0.0772776250745383	IgM+	Firmicutes Faecalibacterium	IgM+.Pos_Stool
Firmicutes Faecalibacterium c48070f3061b086b60ff32f77e0002fa	c48070f3061b086b60ff32f77e0002fa	Firmicutes Faecalibacterium	Neg_Stool	0.346204433772082	0.102003867318977	0.526458827546388	0.0934693672718695	IgM+	Firmicutes Faecalibacterium	IgM+.Neg_Stool
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	f5f5e0da89730462abaf6301a9557193	Firmicutes Faecalibacterium	Pos_Stool	0.327742864098957	0.0676157378137057	0.849625183736396	0.0426045380454326	IgM+	Firmicutes Faecalibacterium	IgM+.Pos_Stool
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	f5f5e0da89730462abaf6301a9557193	Firmicutes Faecalibacterium	Neg_Stool	0.410504649796581	0.0941559392408511	0.846468808620455	0.041854559098158	IgM+	Firmicutes Faecalibacterium	IgM+.Neg_Stool
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	9639a3291729a3758207b47715d9205f	Firmicutes Gemmiger	Pos_Stool	0.356025276657502	0.0790565189031961	0.671205071866185	0.0717572421423398	IgM+	Other	IgM+.Pos_Stool
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	9639a3291729a3758207b47715d9205f	Firmicutes Gemmiger	Neg_Stool	0.339737897677624	0.111120280192578	0.644250415768595	0.095744930482374	IgM+	Other	IgM+.Neg_Stool
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	0a035a7ec1f4a194dd7fbda3c5660db0	Firmicutes Lachnospiraceae	Pos_Stool	0.217389545387448	0.0437681723330172	0.78204072066157	0.0615792869486322	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	0a035a7ec1f4a194dd7fbda3c5660db0	Firmicutes Lachnospiraceae	Neg_Stool	0.215859355485326	0.0603733389491933	0.796020761917337	0.0485356107749336	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	119eea33cb9f505d6a20297d132e792a	Firmicutes Lachnospiraceae	Pos_Stool	0.326046874628137	0.0718123881198598	0.877549684407521	0.0385107282940416	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	119eea33cb9f505d6a20297d132e792a	Firmicutes Lachnospiraceae	Neg_Stool	0.373808526422801	0.0943121479366961	0.805119323334857	0.0525878596023855	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	2c0c62ea09b2efe01bacdcbcf558d2b8	Firmicutes Lachnospiraceae	Pos_Stool	0.523894993208452	0.0830240547161315	0.826708331987277	0.0438687051099873	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	2c0c62ea09b2efe01bacdcbcf558d2b8	Firmicutes Lachnospiraceae	Neg_Stool	0.423087766377654	0.0942656375991189	0.900738348306635	0.043199161158006	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	2e4f2b53b856c4def6d021d01f5abb70	Firmicutes Lachnospiraceae	Pos_Stool	0.428930260558009	0.0656670835757601	0.815824705176205	0.0494349494744813	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	2e4f2b53b856c4def6d021d01f5abb70	Firmicutes Lachnospiraceae	Neg_Stool	0.469763531922	0.0896867870082752	0.836171479389993	0.0615302681727323	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	4e2e6735331ad01a30c94d2f4c285dc2	Firmicutes Lachnospiraceae	Pos_Stool	0.660312776252431	0.0672363749233961	0.823797492115953	0.045010005857499	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	4e2e6735331ad01a30c94d2f4c285dc2	Firmicutes Lachnospiraceae	Neg_Stool	0.655217012571479	0.0823548250604534	0.78186045918172	0.0625449799935393	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	61535a40adb8221483821e3984d0b1ac	Firmicutes Lachnospiraceae	Pos_Stool	0.512278650092423	0.0651720565677551	0.816332374425207	0.0395174002841816	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	61535a40adb8221483821e3984d0b1ac	Firmicutes Lachnospiraceae	Neg_Stool	0.477622101267249	0.0774735678933354	0.777589079213386	0.0710030049298807	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae 662a40a2523f7669fa865700fc74a1cf	662a40a2523f7669fa865700fc74a1cf	Firmicutes Lachnospiraceae	Pos_Stool	0.406758019244032	0.0699260152854654	0.777372294651524	0.0450251942578613	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae 662a40a2523f7669fa865700fc74a1cf	662a40a2523f7669fa865700fc74a1cf	Firmicutes Lachnospiraceae	Neg_Stool	0.452934022813616	0.088059599962271	0.742326871234672	0.0579597083840852	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae 69b90707f6f3da7941026fbe6a1597ce	69b90707f6f3da7941026fbe6a1597ce	Firmicutes Lachnospiraceae	Pos_Stool	0.59757628498678	0.0893837494148511	0.873721682799972	0.0336413104846288	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae 69b90707f6f3da7941026fbe6a1597ce	69b90707f6f3da7941026fbe6a1597ce	Firmicutes Lachnospiraceae	Neg_Stool	0.462480273812635	0.0873035898089383	0.801668683982073	0.0630301008448808	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae b0e56c25ca193e27096e8fb4eb560eee	b0e56c25ca193e27096e8fb4eb560eee	Firmicutes Lachnospiraceae	Pos_Stool	0.310100003976104	0.0414032359649141	0.562003234349537	0.0441754266558982	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae b0e56c25ca193e27096e8fb4eb560eee	b0e56c25ca193e27096e8fb4eb560eee	Firmicutes Lachnospiraceae	Neg_Stool	0.414844067995195	0.0485527562074923	0.580726209563346	0.0342045363471381	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae caea322863a57bb2b14c7317fa120dc4	caea322863a57bb2b14c7317fa120dc4	Firmicutes Lachnospiraceae	Pos_Stool	0.452779107655965	0.0803867210308702	0.738777039159974	0.0734322996865941	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae caea322863a57bb2b14c7317fa120dc4	caea322863a57bb2b14c7317fa120dc4	Firmicutes Lachnospiraceae	Neg_Stool	0.392024456816721	0.10638700957044	0.765934779827944	0.076629889660086	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae d622c6bc1d5e3a4f0403d7d208981372	d622c6bc1d5e3a4f0403d7d208981372	Firmicutes Lachnospiraceae	Pos_Stool	0.427024499271554	0.0930772721469982	0.765489448987002	0.072588401034166	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae d622c6bc1d5e3a4f0403d7d208981372	d622c6bc1d5e3a4f0403d7d208981372	Firmicutes Lachnospiraceae	Neg_Stool	0.328603849071912	0.0880230969598677	0.643926392912448	0.0754271601087749	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae d76d59ec71de0e3b22da0c9cd564d41a	d76d59ec71de0e3b22da0c9cd564d41a	Firmicutes Lachnospiraceae	Pos_Stool	0.604170220789034	0.063979297231543	0.832920983194393	0.0428818148629701	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae d76d59ec71de0e3b22da0c9cd564d41a	d76d59ec71de0e3b22da0c9cd564d41a	Firmicutes Lachnospiraceae	Neg_Stool	0.43421902522082	0.073545272787402	0.830760714259874	0.0397053254717054	IgM+	Firmicutes Lachnospiraceae	IgM+.Neg_Stool
Firmicutes Lachnospiraceae fc00ed40b15cd5fa384b672502a3adc3	fc00ed40b15cd5fa384b672502a3adc3	Firmicutes Lachnospiraceae	Pos_Stool	0.725323615847017	0.0791986405181513	0.866265142952288	0.0354476830282928	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae fc00ed40b15cd5fa384b672502a3adc3	fc00ed40b15cd5fa384b672502a3adc3	Firmicutes Lachnospiraceae	Neg_Stool	0.696771487424614	0.0870044562058361	0.794224718007756	0.0628858189941226	None	Firmicutes Lachnospiraceae	None.Neg_Stool
Firmicutes Lachnospiraceae fcffedae608fe4871be42936a1cb523a	fcffedae608fe4871be42936a1cb523a	Firmicutes Lachnospiraceae	Pos_Stool	0.49110851638017	0.072490098704045	0.674694010337402	0.0512821406934182	IgM+	Firmicutes Lachnospiraceae	IgM+.Pos_Stool
Firmicutes Lachnospiraceae fcffedae608fe4871be42936a1cb523a	fcffedae608fe4871be42936a1cb523a	Firmicutes Lachnospiraceae	Neg_Stool	0.758775454173081	0.081084428581673	0.819586096555183	0.0493951703857302	None	Firmicutes Lachnospiraceae	None.Neg_Stool
Firmicutes Oscillospira 11b7d5a0dd0446562be236a4a9144c75	11b7d5a0dd0446562be236a4a9144c75	Firmicutes Oscillospira	Pos_Stool	0.44028012329454	0.0743349777756282	0.813602367690805	0.0477432323952493	IgM+	Firmicutes Oscillospira	IgM+.Pos_Stool
Firmicutes Oscillospira 11b7d5a0dd0446562be236a4a9144c75	11b7d5a0dd0446562be236a4a9144c75	Firmicutes Oscillospira	Neg_Stool	0.479582318390108	0.0968591951359404	0.797824816677016	0.0564988827017816	IgM+	Firmicutes Oscillospira	IgM+.Neg_Stool
Firmicutes Oscillospira 3219af75ee8056ed06ba81e873b0d0cb	3219af75ee8056ed06ba81e873b0d0cb	Firmicutes Oscillospira	Pos_Stool	0.498827662498273	0.0703153710482357	0.70568371026709	0.0440970663668603	IgM+	Firmicutes Oscillospira	IgM+.Pos_Stool
Firmicutes Oscillospira 3219af75ee8056ed06ba81e873b0d0cb	3219af75ee8056ed06ba81e873b0d0cb	Firmicutes Oscillospira	Neg_Stool	0.542301488081147	0.0896646423641229	0.716377350481947	0.0774532179654949	IgM+	Firmicutes Oscillospira	IgM+.Neg_Stool
Firmicutes Oscillospira 32cc17e12d08b4011ab0ec8c393fd12c	32cc17e12d08b4011ab0ec8c393fd12c	Firmicutes Oscillospira	Pos_Stool	0.516474769620891	0.0619681286377106	0.700351459684793	0.041908575059386	IgM+	Firmicutes Oscillospira	IgM+.Pos_Stool
Firmicutes Oscillospira 32cc17e12d08b4011ab0ec8c393fd12c	32cc17e12d08b4011ab0ec8c393fd12c	Firmicutes Oscillospira	Neg_Stool	0.578146106884438	0.0765440615138791	0.733729995599056	0.0611224505500718	IgM+	Firmicutes Oscillospira	IgM+.Neg_Stool
Firmicutes Oscillospira 5d08d1eb4b8a0672652dd0fc0af2dcf0	5d08d1eb4b8a0672652dd0fc0af2dcf0	Firmicutes Oscillospira	Pos_Stool	0.418198560745749	0.0646095496277228	0.679739631719271	0.0478576860681132	IgM+	Firmicutes Oscillospira	IgM+.Pos_Stool
Firmicutes Oscillospira 5d08d1eb4b8a0672652dd0fc0af2dcf0	5d08d1eb4b8a0672652dd0fc0af2dcf0	Firmicutes Oscillospira	Neg_Stool	0.412728165934919	0.0692614227821181	0.719410766303965	0.0492760489529336	IgM+	Firmicutes Oscillospira	IgM+.Neg_Stool
Firmicutes Oscillospira 5fbc483f79cd97d3a7253931f37c33e8	5fbc483f79cd97d3a7253931f37c33e8	Firmicutes Oscillospira	Pos_Stool	0.172693628271295	0.0569436123588802	0.362706105817329	0.0615144519341045	IgM+	Firmicutes Oscillospira	IgM+.Pos_Stool
Firmicutes Oscillospira 5fbc483f79cd97d3a7253931f37c33e8	5fbc483f79cd97d3a7253931f37c33e8	Firmicutes Oscillospira	Neg_Stool	0.15115725355674	0.0474956849368623	0.389415514091054	0.088353943498181	IgM+	Firmicutes Oscillospira	IgM+.Neg_Stool
Firmicutes Oscillospira 68d79c3035521e82b504b081a197d2ed	68d79c3035521e82b504b081a197d2ed	Firmicutes Oscillospira	Pos_Stool	0.51345352144249	0.0655195037881397	0.693406263361191	0.0533022551728568	IgM+	Firmicutes Oscillospira	IgM+.Pos_Stool
Firmicutes Oscillospira 68d79c3035521e82b504b081a197d2ed	68d79c3035521e82b504b081a197d2ed	Firmicutes Oscillospira	Neg_Stool	0.670251123421052	0.0718552284150475	0.828598735971651	0.0572233318820896	IgM+	Firmicutes Oscillospira	IgM+.Neg_Stool
Firmicutes Oscillospira 77c2dc197e6b3dbebc4ee240c6a1c559	77c2dc197e6b3dbebc4ee240c6a1c559	Firmicutes Oscillospira	Pos_Stool	0.231392033684225	0.061994179356709	0.555077558659531	0.0620127571286192	IgM+	Firmicutes Oscillospira	IgM+.Pos_Stool
Firmicutes Oscillospira 77c2dc197e6b3dbebc4ee240c6a1c559	77c2dc197e6b3dbebc4ee240c6a1c559	Firmicutes Oscillospira	Neg_Stool	0.181367481620148	0.0599268738959479	0.560672455687284	0.0678410343265731	IgM+	Firmicutes Oscillospira	IgM+.Neg_Stool
Firmicutes Oscillospira 8d5153b41e59c5ffb5a1fc080eb784cf	8d5153b41e59c5ffb5a1fc080eb784cf	Firmicutes Oscillospira	Pos_Stool	0.156395655091249	0.0425829543919227	0.642193646543611	0.070375008318718	IgM+	Firmicutes Oscillospira	IgM+.Pos_Stool
Firmicutes Oscillospira 8d5153b41e59c5ffb5a1fc080eb784cf	8d5153b41e59c5ffb5a1fc080eb784cf	Firmicutes Oscillospira	Neg_Stool	0.364717737660862	0.0939542005525209	0.695426698330618	0.0802241211314567	IgM+	Firmicutes Oscillospira	IgM+.Neg_Stool
Firmicutes Oscillospira f98dab4619ff896a9cee45a9b9ddc792	f98dab4619ff896a9cee45a9b9ddc792	Firmicutes Oscillospira	Pos_Stool	0.208602709080727	0.0614251946634454	0.304390149295403	0.0713169580820181	IgM+	Firmicutes Oscillospira	IgM+.Pos_Stool
Firmicutes Oscillospira f98dab4619ff896a9cee45a9b9ddc792	f98dab4619ff896a9cee45a9b9ddc792	Firmicutes Oscillospira	Neg_Stool	0.260272272331555	0.0754395387539108	0.442450375040034	0.0855506723527063	IgM+	Firmicutes Oscillospira	IgM+.Neg_Stool
Firmicutes Peptostreptococcaceae 6420671c26eef32065e0275c8cd6701e	6420671c26eef32065e0275c8cd6701e	Firmicutes Peptostreptococcaceae	Pos_Stool	0.461702876813673	0.0423651651819822	0.648110068701254	0.028666242866193	IgM+	Other	IgM+.Pos_Stool
Firmicutes Peptostreptococcaceae 6420671c26eef32065e0275c8cd6701e	6420671c26eef32065e0275c8cd6701e	Firmicutes Peptostreptococcaceae	Neg_Stool	0.471508276956217	0.0239628914179234	0.548431353879294	0.0211282280072349	IgM+	Other	IgM+.Neg_Stool
Firmicutes Peptostreptococcaceae e335f74033bc634af43ee6baa84fa247	e335f74033bc634af43ee6baa84fa247	Firmicutes Peptostreptococcaceae	Pos_Stool	0.625593050911962	0.0675255811566503	0.739252617434706	0.0580802590268623	IgM+	Other	IgM+.Pos_Stool
Firmicutes Peptostreptococcaceae e335f74033bc634af43ee6baa84fa247	e335f74033bc634af43ee6baa84fa247	Firmicutes Peptostreptococcaceae	Neg_Stool	0.572115016033977	0.0754469589750606	0.698100258541148	0.0654010450618154	IgM+	Other	IgM+.Neg_Stool
Firmicutes Phascolarctobacterium 1569f7ae988e26c905ab8fab427c8a0d	1569f7ae988e26c905ab8fab427c8a0d	Firmicutes Phascolarctobacterium	Pos_Stool	0.320791628177241	0.0642702283479038	0.600980771230536	0.0743798589796823	IgM+	Other	IgM+.Pos_Stool
Firmicutes Phascolarctobacterium 1569f7ae988e26c905ab8fab427c8a0d	1569f7ae988e26c905ab8fab427c8a0d	Firmicutes Phascolarctobacterium	Neg_Stool	0.240046224763934	0.0620264233932183	0.519784636776916	0.0870395884175697	IgM+	Other	IgM+.Neg_Stool
Firmicutes Roseburia 263e41ea2c25dc87bd2ff5910cf30d40	263e41ea2c25dc87bd2ff5910cf30d40	Firmicutes Roseburia	Pos_Stool	0.113290540917692	0.0302659645627124	0.325238721994	0.0750451447436695	IgM+	Other	IgM+.Pos_Stool
Firmicutes Roseburia 263e41ea2c25dc87bd2ff5910cf30d40	263e41ea2c25dc87bd2ff5910cf30d40	Firmicutes Roseburia	Neg_Stool	0.192887666689879	0.0636156036041566	0.359204839287058	0.0878949463040536	IgM+	Other	IgM+.Neg_Stool
Firmicutes Roseburia 601101d33cdf43a40bd674a50711af52	601101d33cdf43a40bd674a50711af52	Firmicutes Roseburia	Pos_Stool	0.222918226865607	0.0534824641763127	0.599127272632705	0.0760533825051845	IgM+	Other	IgM+.Pos_Stool
Firmicutes Roseburia 601101d33cdf43a40bd674a50711af52	601101d33cdf43a40bd674a50711af52	Firmicutes Roseburia	Neg_Stool	0.158815209560563	0.0685036535639364	0.784018819637267	0.0775908873322778	IgM+	Other	IgM+.Neg_Stool
Firmicutes Roseburia ab4040fe8717efa3f115680ae82cd72a	ab4040fe8717efa3f115680ae82cd72a	Firmicutes Roseburia	Pos_Stool	0.35480146067314	0.0699196320438254	0.583834392989038	0.0823295198662353	IgM+	Other	IgM+.Pos_Stool
Firmicutes Roseburia ab4040fe8717efa3f115680ae82cd72a	ab4040fe8717efa3f115680ae82cd72a	Firmicutes Roseburia	Neg_Stool	0.306905834186957	0.0702756080921987	0.556730232676028	0.0957784581746559	IgM+	Other	IgM+.Neg_Stool
Firmicutes Roseburia ec6732c2e0d4cf64b3d0350e7fe3defb	ec6732c2e0d4cf64b3d0350e7fe3defb	Firmicutes Roseburia	Pos_Stool	0.122840215009459	0.0368922038647667	0.451109925272631	0.0715087748836028	IgM+	Other	IgM+.Pos_Stool
Firmicutes Roseburia ec6732c2e0d4cf64b3d0350e7fe3defb	ec6732c2e0d4cf64b3d0350e7fe3defb	Firmicutes Roseburia	Neg_Stool	0.115868087796143	0.0430232719959343	0.221579018983064	0.0547259726408031	IgM+	Other	IgM+.Neg_Stool
Firmicutes Ruminococcaceae 3f49f2e33639f81618c76b5807f6498c	3f49f2e33639f81618c76b5807f6498c	Firmicutes Ruminococcaceae	Pos_Stool	0.522472836514231	0.0603779613210201	0.682549073816884	0.0415240957143194	IgM+	Firmicutes Ruminococcaceae	IgM+.Pos_Stool
Firmicutes Ruminococcaceae 3f49f2e33639f81618c76b5807f6498c	3f49f2e33639f81618c76b5807f6498c	Firmicutes Ruminococcaceae	Neg_Stool	0.611106256935146	0.0645739901374785	0.657066764196346	0.0460473073524742	None	Firmicutes Ruminococcaceae	None.Neg_Stool
Firmicutes Ruminococcaceae 410e1eaa1468a3d40595898f671ba0b3	410e1eaa1468a3d40595898f671ba0b3	Firmicutes Ruminococcaceae	Pos_Stool	0.380829783968066	0.0462982004129088	0.581409944401488	0.0390747841702611	IgM+	Firmicutes Ruminococcaceae	IgM+.Pos_Stool
Firmicutes Ruminococcaceae 410e1eaa1468a3d40595898f671ba0b3	410e1eaa1468a3d40595898f671ba0b3	Firmicutes Ruminococcaceae	Neg_Stool	0.623246556351644	0.0693839936329596	0.627115160218841	0.0483611440679959	None	Firmicutes Ruminococcaceae	None.Neg_Stool
Firmicutes Ruminococcaceae 4bd01f90398375480101204bbcdd2ceb	4bd01f90398375480101204bbcdd2ceb	Firmicutes Ruminococcaceae	Pos_Stool	0.384687725706882	0.068440152610206	0.770194749915731	0.0499159443202237	IgM+	Firmicutes Ruminococcaceae	IgM+.Pos_Stool
Firmicutes Ruminococcaceae 4bd01f90398375480101204bbcdd2ceb	4bd01f90398375480101204bbcdd2ceb	Firmicutes Ruminococcaceae	Neg_Stool	0.360293650784517	0.0534350761412071	0.696261355719053	0.0853048213591276	IgM+	Firmicutes Ruminococcaceae	IgM+.Neg_Stool
Firmicutes Ruminococcaceae 9192b3275c36e56540678451adfa601f	9192b3275c36e56540678451adfa601f	Firmicutes Ruminococcaceae	Pos_Stool	0.466867437245221	0.0664964677533633	0.783478957731187	0.0414554431124349	IgM+	Firmicutes Ruminococcaceae	IgM+.Pos_Stool
Firmicutes Ruminococcaceae 9192b3275c36e56540678451adfa601f	9192b3275c36e56540678451adfa601f	Firmicutes Ruminococcaceae	Neg_Stool	0.468014614209779	0.0781324103718449	0.743244635471401	0.0522078421344037	IgM+	Firmicutes Ruminococcaceae	IgM+.Neg_Stool
Firmicutes Ruminococcaceae c2da7cc0247443dccd2e3d6a62f7be45	c2da7cc0247443dccd2e3d6a62f7be45	Firmicutes Ruminococcaceae	Pos_Stool	0.554339930784391	0.06869696460245	0.819489982247691	0.0405385751521967	IgM+	Firmicutes Ruminococcaceae	IgM+.Pos_Stool
Firmicutes Ruminococcaceae c2da7cc0247443dccd2e3d6a62f7be45	c2da7cc0247443dccd2e3d6a62f7be45	Firmicutes Ruminococcaceae	Neg_Stool	0.568947559958655	0.0904035515074768	0.830928346055044	0.0501847288729364	IgM+	Firmicutes Ruminococcaceae	IgM+.Neg_Stool
Firmicutes Ruminococcaceae d56fd4c21346f6d694c7e638f6bdcb70	d56fd4c21346f6d694c7e638f6bdcb70	Firmicutes Ruminococcaceae	Pos_Stool	0.294943229448774	0.0520385934010768	0.660397090497056	0.0466943863498911	IgM+	Firmicutes Ruminococcaceae	IgM+.Pos_Stool
Firmicutes Ruminococcaceae d56fd4c21346f6d694c7e638f6bdcb70	d56fd4c21346f6d694c7e638f6bdcb70	Firmicutes Ruminococcaceae	Neg_Stool	0.284126866026657	0.0516913379250418	0.535061283591637	0.0786195686062738	IgM+	Firmicutes Ruminococcaceae	IgM+.Neg_Stool
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	Pos_Stool	0.618523838782756	0.0701483036434279	0.813508821006288	0.0492987266939894	IgM+	Firmicutes Ruminococcaceae	IgM+.Pos_Stool
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	Neg_Stool	0.638520522052706	0.0822955837490439	0.800636936995881	0.059282991166287	IgM+	Firmicutes Ruminococcaceae	IgM+.Neg_Stool
Firmicutes Ruminococcaceae f479c23321346918723839e33a3544f4	f479c23321346918723839e33a3544f4	Firmicutes Ruminococcaceae	Pos_Stool	0.205620078081901	0.0475963311084818	0.65073035696987	0.0723763624516669	IgM+	Firmicutes Ruminococcaceae	IgM+.Pos_Stool
Firmicutes Ruminococcaceae f479c23321346918723839e33a3544f4	f479c23321346918723839e33a3544f4	Firmicutes Ruminococcaceae	Neg_Stool	0.147848514673512	0.0640223698001952	0.635360357923168	0.0837873486704305	IgM+	Firmicutes Ruminococcaceae	IgM+.Neg_Stool
Firmicutes Ruminococcus 149465e40c1bdbc6230588a58a4d6eb0	149465e40c1bdbc6230588a58a4d6eb0	Firmicutes Ruminococcus	Pos_Stool	0.333717567715084	0.0837080384359936	0.739155674474672	0.0645700727638492	IgM+	Firmicutes Ruminococcus	IgM+.Pos_Stool
Firmicutes Ruminococcus 149465e40c1bdbc6230588a58a4d6eb0	149465e40c1bdbc6230588a58a4d6eb0	Firmicutes Ruminococcus	Neg_Stool	0.522438783776074	0.0973099719771828	0.772199050095834	0.0560294824422531	IgM+	Firmicutes Ruminococcus	IgM+.Neg_Stool
Firmicutes Ruminococcus 596db8ce20ae5cbfdc338a62f1bed1d9	596db8ce20ae5cbfdc338a62f1bed1d9	Firmicutes Ruminococcus	Pos_Stool	0.440887440874434	0.090558939633073	0.799886233729456	0.0632975835632404	IgM+	Firmicutes Ruminococcus	IgM+.Pos_Stool
Firmicutes Ruminococcus 596db8ce20ae5cbfdc338a62f1bed1d9	596db8ce20ae5cbfdc338a62f1bed1d9	Firmicutes Ruminococcus	Neg_Stool	0.375720945153021	0.0999158545497596	0.850525927863358	0.0589979553322589	IgM+	Firmicutes Ruminococcus	IgM+.Neg_Stool
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	Pos_Stool	0.369868089001817	0.084388679184608	0.40048960618273	0.0805366848534795	IgM+	Firmicutes Ruminococcus	IgM+.Pos_Stool
