Taxa	SubjectID	Analysis4	Name	SNV	IgG+IgM-	IgM+IgG-	IgG+IgM+	IgA-IgM-IgG-
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F10-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.00724974237866789	0.326979055079637	0.658521460163027	0.00724974237866789
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F11-1	Neg_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.0597140804983065	0.64254027810306	0.289049495812884	0.00869614558574909
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F12-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.00170162430848162	0.447327940477131	0.426166257756976	0.124804177457411
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F12-3	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.032787745378287	0.0981490829256517	0.785113930318314	0.0839492413777477
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F13-1	Neg_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.00178284492754442	0.247669250607777	0.723616197097657	0.0269317073670224
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F15-1	Neg_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.000849721786815142	0.967755680173164	0.00560707218389658	0.025787525856124
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F4-1	Neg_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.00478506422462492	0.85494956486953	0.135480306681221	0.00478506422462492
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F5-1	Neg_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.25	0.25	0.25	0.25
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F6-1	Neg_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.00823700694631344	0.365203721846138	0.594188265395183	0.0323710058123654
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F7-1	Neg_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.0250695674844504	0.0250695674844504	0.924791297546649	0.0250695674844504
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F7-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.25	0.25	0.25	0.25
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F8-1	Neg_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.25	0.25	0.25	0.25
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F9-1	Neg_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.0401800930785733	0.476039825581291	0.266539136027567	0.217240945312569
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F9-2	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.00374566900953271	0.365255019552777	0.455175915121872	0.175823396315818
Proteobacteria Sutterella 69a11f927915e2a3ba1f7b9c84486527	F9-3	Pos_Stool	Proteobacteria Sutterella	69a11f927915e2a3ba1f7b9c84486527	0.135247572900163	0.0731463587118299	0.718459709676177	0.0731463587118299
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F1-1	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.000420495779945194	0.619042384842679	0.245147157863374	0.135389961514002
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F1-2	Neg_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F10-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F11-1	Neg_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F12-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.0285572659867554	0.0989777910285617	0.270032413554366	0.602432529430317
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F12-3	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F13-1	Neg_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.214799141520389	0.0203071820397157	0.607586898311037	0.157306778128858
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F15-1	Neg_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F4-1	Neg_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.0240688747085793	0.0023069081194895	0.973105800554047	0.000518416617884097
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F5-1	Neg_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.342945095473202	0.219018301508933	0.219018301508933	0.219018301508933
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F6-1	Neg_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.163108961362451	0.163108961362451	0.163108961362451	0.510673115912646
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F7-1	Neg_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F7-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.0295848920409952	0.0295848920409952	0.911245323877014	0.0295848920409952
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F8-1	Neg_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.25	0.25	0.25	0.25
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F9-1	Neg_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.16758718150994	0.000497161433604131	0.815957174899506	0.0159584821569498
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F9-2	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.0638626553564241	0.230279039744979	0.504335369075153	0.201522935823444
Verrucomicrobia Akkermansia 7b28c20e72c6c95b3e604f0849245770	F9-3	Pos_Stool	Verrucomicrobia Akkermansia	7b28c20e72c6c95b3e604f0849245770	0.0509083276081099	0.0129688675668583	0.917457081624517	0.0186657232005148
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F10-1	Pos_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.00164503093373386	0.996709938132532	0.00164503093373386
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F11-2	Pos_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F12-1	Neg_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F13-2	Pos_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.975484904673966	0.0122575476630171	0.0122575476630171
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F14-1	Neg_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F14-2	Neg_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.288324781708525	0.423350436582951	0.288324781708525
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F15-2	Pos_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.297465471489227	0.701881025648691	0.000653502862081212
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F2-1	Pos_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F2-2	Pos_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F4-2	Pos_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.889902147917802	0.108745644362474	0.00135220771972498
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F5-2	Pos_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.835004447428693	0.15376130363933	0.0112342489319768
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F6-2	Pos_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.252434589809889	0.746911195382295	0.000654214807816264
Actinobacteria Bifidobacterium 315ca0a729f126b941ba111a16d4d97a	F8-2	Pos_Stool	Actinobacteria Bifidobacterium	315ca0a729f126b941ba111a16d4d97a	NA	0.40315229589921	0.472960607017887	0.123887097082903
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F10-1	Pos_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.677683963640258	0.317520907746369	0.00479512861337261
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F11-2	Pos_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.616599378792672	0.318565963362966	0.064834657844362
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F12-1	Neg_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F13-2	Pos_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.0686749261052764	0.862650147789447	0.0686749261052764
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F14-1	Neg_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.213157135851172	0.764761488052875	0.022081376095953
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F14-2	Neg_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F15-2	Pos_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.312077234278943	0.686107247920243	0.0018155178008137
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F2-1	Pos_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.174804091513327	0.0096025213733574	0.815593387113316
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F2-2	Pos_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.198191870178235	0.759330457188746	0.042477672633019
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F4-2	Pos_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.465931220934524	0.471829769123454	0.0622390099420212
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F5-2	Pos_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.224702090376286	0.772739557497354	0.00255835212636055
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F6-2	Pos_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.879485327707889	0.0868023325659989	0.0337123397261122
Actinobacteria Bifidobacterium 35ffcc3b809d667286737d79670b8de5	F8-2	Pos_Stool	Actinobacteria Bifidobacterium	35ffcc3b809d667286737d79670b8de5	NA	0.0492863240116476	0.950143417565996	0.00057025842235652
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F10-1	Pos_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.243054981056151	0.729994964089811	0.026950054854038
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F11-2	Pos_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F12-1	Neg_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.0184220487874378	0.040379418636247	0.941198532576315
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F13-2	Pos_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F14-1	Neg_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F14-2	Neg_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.407484823295052	0.112054879341972	0.480460297362976
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F15-2	Pos_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.156882069282952	0.829411489241043	0.0137064414760054
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F2-1	Pos_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F2-2	Pos_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F4-2	Pos_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.333333333333333	0.333333333333333	0.333333333333333
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F5-2	Pos_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.643716707838335	0.308403129787603	0.0478801623740619
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F6-2	Pos_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.551543542194154	0.184434646286472	0.264021811519374
Actinobacteria Collinsella 35cbb315e019e0a8768d4b73862df415	F8-2	Pos_Stool	Actinobacteria Collinsella	35cbb315e019e0a8768d4b73862df415	NA	0.0315650417567092	0.936869916486581	0.0315650417567092
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F10-1	Pos_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.295623975344423	0.665894674139952	0.0384813505156254
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F11-2	Pos_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.0107006658499466	0.169814914575239	0.819484419574814
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F12-1	Neg_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.00123666230665325	0.00123666230665325	0.997526675386694
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F13-2	Pos_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.00394173267265585	0.00710017231420701	0.988958095013137
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F14-1	Neg_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F14-2	Neg_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F15-2	Pos_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.0203583431981663	0.97772290385862	0.00191875294321413
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F2-1	Pos_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F2-2	Pos_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.268783884564303	0.112815788861551	0.618400326574146
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F4-2	Pos_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.296714849996505	0.195606304931736	0.50767884507176
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F5-2	Pos_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.447642346402826	0.0278986432565543	0.52445901034062
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F6-2	Pos_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.350631045608219	0.182363792401394	0.467005161990387
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	F8-2	Pos_Stool	Bacteroidetes Alistipes	332a6411ff00b4010ac2397f504c4695	NA	0.0830211760561496	0.0633372429022433	0.853641581041607
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F10-1	Pos_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.041329739442947	0.917340521114106	0.041329739442947
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F11-2	Pos_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.235703792641005	0.369331041426607	0.394965165932389
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F12-1	Neg_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.0201276663947608	0.0355500069316117	0.944322326673627
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F13-2	Pos_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.00452986295415308	0.006603976028399	0.988866161017448
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F14-1	Neg_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F14-2	Neg_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F15-2	Pos_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.656501958840628	0.312319274794266	0.0311787663651055
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F2-1	Pos_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F2-2	Pos_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.49434745766025	0.00985988914519763	0.495792653194553
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F4-2	Pos_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.068122065786617	0.863755868426766	0.068122065786617
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F5-2	Pos_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F6-2	Pos_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.440947443052844	0.202006899117312	0.357045657829844
Bacteroidetes Alistipes 742e1f191223f58590661de80b9d6e3b	F8-2	Pos_Stool	Bacteroidetes Alistipes	742e1f191223f58590661de80b9d6e3b	NA	0.108907333806198	0.676773523500072	0.214319142693731
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F10-1	Pos_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F11-2	Pos_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F12-1	Neg_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F13-2	Pos_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.00660118761347209	0.00660118761347209	0.986797624773056
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F14-1	Neg_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F14-2	Neg_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F15-2	Pos_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.077820123901874	0.144824785172443	0.777355090925683
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F2-1	Pos_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F2-2	Pos_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F4-2	Pos_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.13071345906219	0.102187244886155	0.767099296051655
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F5-2	Pos_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.253828907494413	0.00571488568858652	0.740456206817
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F6-2	Pos_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Alistipes 8795c5a86013864dc11f24b89e8cdd8c	F8-2	Pos_Stool	Bacteroidetes Alistipes	8795c5a86013864dc11f24b89e8cdd8c	NA	0.851500891033763	0.143658948524428	0.00484016044180823
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F10-1	Pos_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.0104121453331395	0.214128032285868	0.775459822380992
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F11-2	Pos_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F12-1	Neg_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.00146601469958025	0.00570958689688284	0.992824398403537
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F13-2	Pos_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.176433293601591	0.0166661478784096	0.806900558519999
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F14-1	Neg_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F14-2	Neg_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.986430121431399	0.00678493928430051	0.00678493928430051
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F15-2	Pos_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F2-1	Pos_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F2-2	Pos_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F4-2	Pos_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.0551720505493775	0.124434930175119	0.820393019275503
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F5-2	Pos_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.333333333333333	0.333333333333333	0.333333333333333
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F6-2	Pos_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.371339102625261	0.32644120881371	0.30221968856103
Bacteroidetes Bacteroides 1b8dec58597978264025b9eba656ffb5	F8-2	Pos_Stool	Bacteroidetes Bacteroides	1b8dec58597978264025b9eba656ffb5	NA	0.600272061736172	0.011730471944971	0.387997466318857
Bacteroidetes Bacteroides 2c982937754e6321f861027032db80f7	F10-1	Pos_Stool	Bacteroidetes Bacteroides	2c982937754e6321f861027032db80f7	NA	0.0387205387205387	0.922558922558923	0.0387205387205387
Bacteroidetes Bacteroides 2c982937754e6321f861027032db80f7	F11-2	Pos_Stool	Bacteroidetes Bacteroides	2c982937754e6321f861027032db80f7	NA	0.333333333333333	0.333333333333333	0.333333333333333
