Taxa	SNV	Name	SubjectID	Analysis4	IgA-IgM-IgG-	IgM+IgA-	Mprob	IgA+IgM-	IgM+IgA+	Aprob	A_and_M_prob
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	332a6411ff00b4010ac2397f504c4695	Bacteroidetes Alistipes	F51.2	Pos_Stool	0.728386686671249	0.00836500616365706	0.100809320960591	0.17080399236816	0.0924443147969344	0.263248307165094	0.271613313328751
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	332a6411ff00b4010ac2397f504c4695	Bacteroidetes Alistipes	F52.2	Pos_Stool	0.975237807483064	0.00208690004755278	0.011768840301443	0.012993352215493	0.00968194025389024	0.0226752924693832	0.024762192516936
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	332a6411ff00b4010ac2397f504c4695	Bacteroidetes Alistipes	F52.3	Pos_Stool	0.0654338749811677	0.00615958648007218	0.147783035323373	0.786783089695459	0.141623448843301	0.92840653853876	0.934566125018832
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	332a6411ff00b4010ac2397f504c4695	Bacteroidetes Alistipes	F54.2	Pos_Stool	0.0490378933987937	0.000486932652860506	0.00432415045696145	0.946637956144245	0.00383721780410095	0.950475173948346	0.950962106601206
Bacteroidetes Alistipes 332a6411ff00b4010ac2397f504c4695	332a6411ff00b4010ac2397f504c4695	Bacteroidetes Alistipes	F63.2	Pos_Stool	0.0876876824423419	0.0274908558705689	0.28540193907085	0.626910378486808	0.257911083200281	0.884821461687089	0.912312317557658
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F03.1	Pos_Stool	0.0461378897301961	0.000966443100639366	0.473433441020256	0.480428669249548	0.472466997919617	0.952895667169165	0.953862110269804
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F11.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F33.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F36.2	Pos_Stool	0.0356400485016456	0.0356400485016456	0.0712800970032912	0.893079854495063	0.0356400485016456	0.928719902996709	0.964359951498354
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F46.2	Pos_Stool	0.0290746773870905	0.000535444584788717	0.136885756860737	0.834039565752172	0.136350312275949	0.970389878028121	0.97092532261291
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F47.2	Pos_Stool	0.484582537803068	0.0162065211098753	0.332052939305197	0.183364522891735	0.315846418195322	0.499210941087056	0.515417462196932
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F48.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F49.2	Pos_Stool	0.945122941372338	0.00701576963487185	0.0140315392697437	0.0408455193579186	0.00701576963487185	0.0478612889927905	0.0548770586276623
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F49.3	Pos_Stool	0.659173719216016	0.0227640139043198	0.0335895761971714	0.307236704586813	0.0108255622928516	0.318062266879664	0.340826280783984
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F50.1	Pos_Stool	0.0397239999680202	0.0397239999680202	0.593570547550458	0.366705452481522	0.553846547582437	0.92055200006396	0.96027600003198
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F50.2	Pos_Stool	0.205633906856312	0.00542990783593091	0.0902054952690537	0.704160597874634	0.0847755874331228	0.788936185307757	0.794366093143688
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F51.2	Pos_Stool	0.0693456053986766	0.00227276325600444	0.123335670771248	0.807318723830076	0.121062907515243	0.928381631345319	0.930654394601323
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F52.2	Pos_Stool	0.891514838602214	0.0017913922537821	0.0198817157965247	0.0886034456012612	0.0180903235427426	0.106693769144004	0.108485161397786
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F52.3	Pos_Stool	0.0448651137101581	0.000733757351719636	0.018526690409232	0.93660819588061	0.0177929330575123	0.954401128938122	0.955134886289842
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F54.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Bacteroidetes Bacteroides 9d5054752ed33d6a22bd0f96b5618b1c	9d5054752ed33d6a22bd0f96b5618b1c	Bacteroidetes Bacteroides	F63.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F03.1	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F11.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F33.2	Pos_Stool	0.896713628912362	0.0189152625679013	0.0525275941216547	0.0507587769659837	0.0336123315537533	0.084371108519737	0.103286371087638
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F36.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F46.2	Pos_Stool	0.0727694694115605	0.0020126880579865	0.889313025746823	0.0379175048416165	0.887300337688837	0.925217842530453	0.92723053058844
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F47.2	Pos_Stool	0.142616057129752	0.11052759449805	0.696562913943689	0.160821028926559	0.586035319445639	0.746856348372198	0.857383942870248
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F48.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F49.2	Pos_Stool	0.0998076222857253	0.0265436708554158	0.195376601183582	0.704815776530693	0.168832930328166	0.873648706858859	0.900192377714275
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F49.3	Pos_Stool	0.284894909877011	0.0061301311102776	0.0146656632402641	0.700439426882725	0.00853553212998652	0.708974959012712	0.715105090122989
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F50.1	Pos_Stool	0.235808303687022	0.00247555619205306	0.0109677869975576	0.75322390931542	0.00849223080550451	0.761716140120925	0.764191696312978
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F50.2	Pos_Stool	0.588549821577756	0.00143941559703578	0.00287883119407157	0.408571347228173	0.00143941559703578	0.410010762825208	0.411450178422244
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F51.2	Pos_Stool	0.000918159138341355	0.000918159138341355	0.873026198469803	0.126055642391856	0.872108039331461	0.998163681723317	0.999081840861659
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F52.2	Pos_Stool	0.2751725847184	0.0330163238463285	0.118857827334137	0.605969587947462	0.0858415034878087	0.691811091435271	0.7248274152816
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F52.3	Pos_Stool	0.00430351345172787	0.0371470230941604	0.152319726442498	0.843376760105775	0.115172703348337	0.958549463454112	0.995696486548272
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F54.2	Pos_Stool	0.00259584570478408	0.00259584570478408	0.0450341742517856	0.95236998004343	0.0424383285470016	0.994808308590432	0.997404154295216
Firmicutes [Ruminococcus] 9e3226efaf559eb14a478f880462cb8a	9e3226efaf559eb14a478f880462cb8a	Firmicutes [Ruminococcus]	F63.2	Pos_Stool	0.00551169520309103	0.00551169520309103	0.686979345186073	0.307508959610836	0.681467649982982	0.988976609593818	0.994488304796909
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F03.1	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F11.2	Pos_Stool	0.092653229503969	0.0149508316275925	0.0184470073765497	0.888899763119481	0.00349617574895722	0.892395938868438	0.907346770496031
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F33.2	Pos_Stool	0.00399334898380785	0.00399334898380785	0.0766422695146177	0.919364381501575	0.0726489205308098	0.992013302032384	0.996006651016192
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F36.2	Pos_Stool	0.00816808508597553	0.00816808508597553	0.540026644720994	0.451805270193031	0.531858559635018	0.983663829828049	0.991831914914024
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F46.2	Pos_Stool	0.00702965037636059	0.00702965037636059	0.972584103820616	0.0203862458030234	0.965554453444256	0.985940699247279	0.99297034962364
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F47.2	Pos_Stool	0.0419409441414332	0.0419409441414332	0.916118111717134	0.0419409441414332	0.8741771675757	0.916118111717134	0.958059055858567
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F48.2	Pos_Stool	0.0559744097947086	0.0559744097947086	0.471457065454325	0.472568524750966	0.415482655659616	0.888051180410583	0.944025590205291
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F49.2	Pos_Stool	0.0571115671466433	0.0571115671466433	0.295656285291525	0.647232147561832	0.238544718144882	0.885776865706714	0.942888432853357
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F49.3	Pos_Stool	0.00495417512583826	0.00495417512583826	0.169572048522533	0.825473776351629	0.164617873396695	0.990091649748323	0.995045824874162
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F50.1	Pos_Stool	0.00439886374478065	0.00439886374478065	0.442901975710584	0.552699160544635	0.438503111965803	0.991202272510439	0.995601136255219
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F50.2	Pos_Stool	0.0187579870091614	0.0187579870091614	0.62789610878449	0.353345904206348	0.609138121775329	0.962484025981677	0.981242012990839
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F51.2	Pos_Stool	0.00250474894010547	0.00250474894010547	0.470765860598866	0.526729390461029	0.46826111165876	0.994990502119789	0.997495251059895
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F52.2	Pos_Stool	0.0508170124000464	0.0508170124000464	0.101634024800093	0.847548962799861	0.0508170124000464	0.898365975199907	0.949182987599954
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F52.3	Pos_Stool	0.110780911992118	0.110780911992118	0.778438176015764	0.110780911992118	0.667657264023646	0.778438176015764	0.889219088007882
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F54.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes [Ruminococcus] c24e0e391aa836b5eae25567c7eb89ee	c24e0e391aa836b5eae25567c7eb89ee	Firmicutes [Ruminococcus]	F63.2	Pos_Stool	0.0245088629252223	0.00661632502895435	0.639309144604024	0.336181992470754	0.632692819575069	0.968874812045823	0.975491137074778
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F03.1	Pos_Stool	0.0310599939846786	0.0310599939846786	0.937880012030643	0.0310599939846786	0.906820018045964	0.937880012030643	0.968940006015321
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F11.2	Pos_Stool	0.120940479526176	0.0175660035477427	0.387935456188571	0.491124064285253	0.370369452640828	0.861493516926082	0.879059520473824
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F33.2	Pos_Stool	0.0252264451482368	0.00850495260904804	0.47959460234954	0.495178952502223	0.471089649740492	0.966268602242715	0.974773554851763
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F36.2	Pos_Stool	0.0385999643884278	0.0385999643884278	0.789130692721299	0.172269342890274	0.750530728332871	0.922800071223144	0.961400035611572
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F46.2	Pos_Stool	0.19491577257665	0.0173932611728723	0.710579342324723	0.0945048850986271	0.693186081151851	0.787690966250478	0.80508422742335
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F47.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F48.2	Pos_Stool	0.689395063020858	0.153786742051126	0.272621692961004	0.0379832440181376	0.118834950909878	0.156818194928016	0.310604936979142
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F49.2	Pos_Stool	0.0260788080340131	0.0260788080340131	0.265194483931844	0.708726708034143	0.239115675897831	0.947842383931974	0.973921191965987
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F49.3	Pos_Stool	0.00338703371919819	0.00338703371919819	0.0863296745425216	0.91028329173828	0.0829426408233235	0.993225932561604	0.996612966280802
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F50.1	Pos_Stool	0.0182744920045665	0.0182744920045665	0.361757335152075	0.619968172843358	0.343482843147509	0.963451015990867	0.981725507995433
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F50.2	Pos_Stool	0.0220059569694876	0.0220059569694876	0.563465833819582	0.41452820921093	0.541459876850095	0.955988086061025	0.977994043030513
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F51.2	Pos_Stool	0.335488905041656	0.0887810700053441	0.522245609262223	0.142265485696121	0.433464539256879	0.575730024953	0.664511094958344
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F52.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F52.3	Pos_Stool	0.0644082585032741	0.0644082585032741	0.452585615771133	0.483006125725593	0.388177357267859	0.871183482993452	0.935591741496726
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F54.2	Pos_Stool	0.0207558993079305	0.0207558993079305	0.184320420801078	0.794923679890992	0.163564521493147	0.958488201384139	0.97924410069207
Firmicutes Clostridium e9f900358bb9297e10b9fbb1321b1e6e	e9f900358bb9297e10b9fbb1321b1e6e	Firmicutes Clostridium	F63.2	Pos_Stool	0.0160821303931488	0.0160821303931488	0.963258214885655	0.0206596547211964	0.947176084492506	0.967835739213703	0.983917869606851
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F03.1	Pos_Stool	0.350500978529467	0.0276311959897491	0.621867825480784	0.0276311959897491	0.594236629491035	0.621867825480784	0.649499021470533
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F11.2	Pos_Stool	0.621368838028169	0.126210387323944	0.252420774647887	0.126210387323944	0.126210387323944	0.252420774647887	0.378631161971831
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F33.2	Pos_Stool	0.0612842324089712	0.124683603887488	0.804164512013086	0.134551255577942	0.679480908125598	0.81403216370354	0.938715767591029
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F36.2	Pos_Stool	0.219935863174773	0.219935863174773	0.439871726349546	0.340192410475681	0.219935863174773	0.560128273650454	0.780064136825227
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F46.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F47.2	Pos_Stool	0.0217613387462322	0.0217613387462322	0.437785185387498	0.54045347586627	0.416023846641265	0.956477322507536	0.978238661253768
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F48.2	Pos_Stool	0.0256157290844568	0.0256157290844568	0.609178296773068	0.365205974142476	0.583562567688611	0.948768541831086	0.974384270915543
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F49.2	Pos_Stool	0.0348424999491555	0.182210391750189	0.786307210994327	0.178850289056517	0.604096819244138	0.782947108300655	0.965157500050844
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F49.3	Pos_Stool	0.219172135811045	0.0154882861971694	0.124039962446703	0.656787901742252	0.108551676249534	0.765339577991786	0.780827864188955
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F50.1	Pos_Stool	0.0103503934146483	0.0489505327205833	0.620252480255704	0.369397126329648	0.57130194753512	0.940699073864768	0.989649606585352
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F50.2	Pos_Stool	0.0153843215329309	0.0153843215329309	0.636017344289894	0.348598334177175	0.620633022756963	0.969231356934138	0.984615678467069
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F51.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F52.2	Pos_Stool	0.305969673769265	0.032978812640277	0.426025767864424	0.26800455836631	0.393046955224147	0.661051513590458	0.694030326230735
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F52.3	Pos_Stool	0.0395241694960242	0.0618678842909689	0.920951661007951	0.0395241694960242	0.859083776716983	0.898607946213007	0.960475830503976
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F54.2	Pos_Stool	0.0128136478549157	0.0128136478549157	0.405405759276063	0.581780592869022	0.392592111421147	0.974372704290168	0.987186352145084
Firmicutes Ruminococcaceae e2cfe099d4a73a03ac5f80d4f8369dbc	e2cfe099d4a73a03ac5f80d4f8369dbc	Firmicutes Ruminococcaceae	F63.2	Pos_Stool	0.170426886350871	0.170426886350871	0.659146227298259	0.170426886350871	0.488719340947388	0.659146227298259	0.82957311364913
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F03.1	Pos_Stool	0.0488165869778883	0.000452205933822041	0.0195714656633559	0.931611947358756	0.0191192597295339	0.95073120708829	0.951183413022112
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F11.2	Pos_Stool	0.206991014945004	0.0383458663425663	0.327688696584635	0.465320288470361	0.289342830242069	0.754663118712429	0.793008985054996
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F33.2	Pos_Stool	0.0106118486455449	0.00028467767421737	0.0138539250408684	0.975534226313587	0.013569247366651	0.989103473680238	0.989388151354455
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F36.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F46.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F47.2	Pos_Stool	0.854900709923609	0.0621374854893705	0.110479099484855	0.0346201905915358	0.0483416139954848	0.0829618045870206	0.145099290076391
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F48.2	Pos_Stool	0.901618779495765	0.0539080191706751	0.0763163318866145	0.0220648886176209	0.0224083127159394	0.0444732013335603	0.0983812205042354
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F49.2	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F49.3	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F50.1	Pos_Stool	0.25	0.25	0.5	0.25	0.25	0.5	0.75
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F50.2	Pos_Stool	0.901882678591682	0.000813705215975155	0.00111489173520906	0.0970024296731092	0.000301186519233902	0.097303616192343	0.0981173214083182
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F51.2	Pos_Stool	0.949175854828284	0.0091523127112526	0.0226102112033875	0.0282139339683288	0.013457898492135	0.0416718324604638	0.0508241451717164
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F52.2	Pos_Stool	0.769523698777006	0.00209120545954739	0.0117931201926893	0.218683181030305	0.0097019147331419	0.228385095763447	0.230476301222994
Firmicutes Ruminococcus 8135beec331a8d558070c38b580e4b8e	8135beec331a8d558070c38b580e4b8e	Firmicutes Ruminococcus	F52.3	Pos_Stool	0.0101688506242437	0.000569989514470799	0.0724127749077156	0.917418374468041	0.0718427853932448	0.989261159861285	0.989831149375756
