Feature ID	Taxon	Confidence
06f825b512d903b9230e1a55d87359ee	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999997832677621
06fd07838e86228ca9cbb9d5a2ce2b05	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	0.7784253930357276
06fd80108f39706aec90b9830f88041d	k__Bacteria	0.9999979040199904
0709ec0d7de451477fff70039fe686b4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Idiomarinaceae; g__Idiomarina; s__	0.9999838286443216
070fc272903ae7ea02e3a26448029004	k__Bacteria; p__Acidobacteria; c__Holophagae; o__Holophagales; f__Holophagaceae; g__Geothrix; s__	0.9825477855713465
073a4db5fa8d343f53a9837c411db378	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.98308384559705
074f1ac0c23c71ba4b437fa2e9852325	k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__	0.9963230523089638
07699fa14cb8970eee5e8dda19dd5dbe	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.8190104034743155
0775f76f50980f0d51088fd17f422f4f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.7717763462832536
077965e0aac3e3a499d9653169446a7d	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium; s__	0.9996496084365866
0798f353503d3736b6fd3e8df99b8abd	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae	0.9594716614863871
079df1f30d4e73baeaa54a7cd88d668c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.961196319822666
07b148ebe6cc2c05b1faa8d187c51114	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	0.9999952031732218
07d4cc956dc3b9040d6c0144c616362c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9654338414304836
07da22cab5c55a4badb462bcbbded642	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__Phyllobacterium; s__	0.9130032867038002
07fd07dd51656c573c86bc3e274ed291	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__eggerthii	0.997557831878041
07fd92a29ce27a31f4d95c6821595530	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.988922994756905
080b170984e107b1717c92c88b98f95d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9214750687698501
081d97c8ca900fec97697ef0fc2a6ab2	k__Bacteria	0.9985220900760698
082141bf0c475620ca2f0b84ef4c260c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__	0.9727681763329445
08296bb461502892015f6a070a5ece97	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.7009282803315324
084e5eb46f19d606fb385c1ad2f7556c	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.9083913494370551
085dee215abccf2f32ea374738112739	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.93663088459572
086289c1cc83acd1490046407db5a39f	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Scardovia; s__	0.9999436356038277
0879864ebda4e72e876f9f17a9274b55	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Salinarimonas; s__rosea	0.9689028299012256
087e254b04d37450be59c891f833ea80	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.8699233761091488
088e71a0b399b4a88aaea45af78dbe72	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.7551499575233852
08a0cf376add32f3f4b57ec1e82a7a27	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megamonas; s__	0.9966336114231821
08b1aa17229c9632e5701ed3860db242	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.7394691246036582
08bd43071a06abf56df235fca6655bea	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__torques	0.9447770562412872
08bdc6c81f6b9daab3d132b54e1d45bc	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__	0.9839608209463844
08c53fdf2c7b879ac5e38d5730b65fd9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9803341588099743
08e78f74d2109bad6845fd1a904cb7a8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9935574829865197
08e99f06801c5a0f0d4f663b4597898d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.9021663973169928
08eba18fc9aa967e5e29f20ee5041a60	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9131581854881731
08ee6629a4befc601b68663315696719	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__multivorum	0.9999929487388554
08f685988f6c3b24f935b5d61ca08717	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__	0.9729450126668527
09174c0a4addb751d048147096ae250c	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__	0.9997015082746666
0920dcf0f62fb2b3ab9e32f1c4edec37	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.999759453313748
092884165d25f62d66bf12f9ce91b982	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis	0.8302188112710478
0949164c0182e119ade7d8db8b53b57c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.8921107548637914
095a2bc9dc3655a9f17955a92f714949	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__radicincitans	0.8092945059856068
0964e03a715a94b95f187c284f01fa1a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.7637558732624079
097f5aaddd95338d326d41af8ad7a322	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria	0.9999999846229701
0995e838a7bb21fa339bbc2e0ecf06d3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9766778368874456
0999f4e86c94093f74e23b12501455f8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Scardovia; s__	0.9999283119916119
09e3c3eb723fa7693635250afddd39b0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__	0.8260936242561209
09e996f449e880d1fd8f27d59e8d8b11	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae	0.7613082390241511
09ecf5a6ae593fbc03199102562aeb4b	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	0.9949172367647722
09f9294499192d4eecf29e85501cc425	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__	0.9998223899631412
09fea4c1dbfc997bd22e31136b7320a1	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__	0.9999961333343499
0a035a7ec1f4a194dd7fbda3c5660db0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.924116465328908
0a0c5540354268f05fd8f568e4716f66	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__	0.9992324330764619
0a11dd5f5a6eeea84dac32096471cd2e	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__	0.895116743770195
0a21726cd4952a96635576553da67787	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__	0.9999247136054306
